CustomerID,Gender,Age,MonthlyCharges,ContractType,TenureMonths,PaymentMethod,SupportCalls,SatisfactionScore,Churn
C01622,FEMALE,61.0,51.1,Yearly,16,Credit Card,1,8.0,No
C01623,Female,49.0,47.93,Monthly,8,Credit Card,1,4.0,No
C01624,Female,64.0,117.9,Monthly,6,Credit Card,3,4.0,Yes
C01625,Male,26.0,66.14,Two-Year,20,,1,5.0,Yes
C01626,Female,28.0,132.53,Monthly,23,Credit Card,0,5.0,No
C01627,Male,23.0,96.64,Monthly,1,Credit Card,2,8.0,No
C01628,Female,43.0,117.5,Monthly,4,Credit Card,3,3.0,Yes
C01629,Male,40.0,33.67,Monthly,9,,2,6.0,No
C01630,Male,36.0,71.3,Yearly,5,Credit Card,4,5.0,No
C01631,Female,47.0,44.96,Yearly,19,Credit Card,5,4.0,No
C01632,Male,52.0,25.83,Monthly,2,E-Wallet,1,4.0,No
C01633,Female,,107.04,Two-Year,20,E-Wallet,2,5.0,No
C01634,Female,30.0,,Monthly,12,E-Wallet,3,4.0,Yes
C01635,Female,47.0,33.96,Monthly,5, E-Wallet,1,5.0,No
C01636,Male,32.0,45.31,Monthly,6,Cash,2,6.0,No
C01637,Male,28.0,38.16,Monthly,3,Credit Card,4,4.0,No
C01638,Male,50.0,39.96,Monthly,4,Cash,1,6.0,No
C01639,male,,49.42,Monthly,16,Bank Transfer,3,7.0,No
C01640,Female,34.0,118.97,Two-Year,6,Credit Card,2,,No
C01641,Female,41.0,40.45,Monthly,14,E-Wallet,0,6.0,Yes
C01642,Female,31.0,115.2,Monthly,9,Credit Card,5,7.0,No
C01643,Female,47.0,80.0,Monthly,2,Credit Card,6,3.0,No
C01644,Female,31.0,,Monthly,9,Credit Card,4,4.0,Yes
C01645,Male,54.0,76.45,Monthly,17,Bank Transfer,2,7.0,Yes
C01646,Female,36.0,54.93,Monthly,5,E-Wallet,0,6.0,No
C01647,Male,46.0,97.39,Monthly,13,Credit Card,4,6.0,No
C01648,Female,46.0,70.47,Monthly,3,E-Wallet,2,5.0,No
C01649,Female,30.0,25.81,Yearly,2,Credit Card,5,8.0,No
C01650,Female,18.0,62.38,Two-Year,6,Credit Card,3,9.0,No
C01651,Male,42.0,77.69,Monthly,6,Credit Card,1,5.0,No
C01652,Male,38.0,47.94,Monthly,18,E-Wallet,4,6.0,No
C01653,Male,44.0,57.79,Monthly,8,Cash,3,8.0,No
C01654,Male,35.0,41.44,Yearly,2,,0,8.0,No
C01655,Male,32.0,29.37,Monthly,13,Cash,2,5.0,No
C01656,Female,62.0,27.18,Monthly,8,E-Wallet,1,3.0,No
C01657,Female,20.0,27.34,Monthly,5,Credit Card,3,10.0,No
C01658,Male,46.0,73.78,Yearly,20,Bank Transfer,5,4.0,No
C01659,Male,31.0,17.8,Monthly,3,E-Wallet,2,10.0,No
C01660,Male,,40.45,Monthly,30,Bank Transfer,2,10.0,No
C01661,Female,34.0,38.69,Monthly,5,Bank Transfer,3,8.0,No
C01662,F,28.0,48.09,Monthly,8,Bank Transfer,0,8.0,No
C01663,Female,44.0,23.68,Yearly,32,Credit Card,2,6.0,No
C01664,Male,54.0,65.48,Yearly,18,Credit Card,3,,No
C01665,Female,43.0,30.79,Yearly,1,,3,5.0,No
C01666,Female,39.0,3858.0,Monthly,11,E-Wallet,3,9.0,No
C01667,Male,26.0,41.27,Monthly,5,E-Wallet,1,10.0,No
C01668,Female,44.0,52.3,Monthly,9,Bank Transfer,3,9.0,No
C01669,Male,63.0,54.69,Monthly,17,Credit Card,1,0.0,Yes
C01670,Female,33.0,60.94,Yearly,9,Credit Card,0,4.0,No
C01671,Male,33.0,,Monthly,1,E-Wallet,5,10.0,No
C01672,Female,31.0,,Monthly,10,Bank Transfer,2,4.0,No
C01673,Female,32.0,63.71,Two-Year,1,Bank Transfer,5,7.0,No
C01674,Female,18.0,67.34,Two-Year,6,Credit Card,3,8.0,No
C01675,Female,42.0,38.69,Monthly,8,Credit Card,4,,No
C01676,Male,27.0,66.15,Monthly,13,Credit Card,2,9.0,Yes
C01677,Male,18.0,93.34,Monthly,9,E-Wallet,0,6.0,No
C01678,Male,47.0,75.01,Two-Year,2,Bank Transfer,4,5.0,No
C01679,Male,25.0,83.06,Monthly,33,Bank Transfer,4,4.0,No
C01680,Female,33.0,58.99,Two-Year,13,Cash,7,2.0,Yes
C01681,Male,55.0,35.83,Monthly,5,Credit Card,3,7.0,No
C01682,Female,21.0,37.93,Monthly,41,Credit Card,4,9.0,No
C01683,Female,19.0,63.05,Monthly,26,Credit Card,2,5.0,No
C01684,Female,41.0,83.45,Monthly,2,Bank Transfer,3,7.0,No
C01685,Male,51.0,191.27,Two-Year,13,E-Wallet,5,8.0,No
C01686,Female,19.0,84.93,Monthly,10,E-Wallet,1,6.0,Yes
C01687,Female,42.0,32.24,Monthly,3,Bank Transfer,0,8.0,No
C01688,Male,44.0,38.66,Monthly,4,E-Wallet,5,10.0,No
C01689,Female,18.0,152.22,Yearly,10,E-Wallet,0,6.0,No
C01690,Female,47.0,49.58,Monthly,5,Bank Transfer,5,7.0,No
C01691,Male,48.0,55.78,Yearly,22,Credit Card,2,7.0,No
C01692,Male,34.0,35.44,Monthly,2,E-Wallet,2,3.0,Yes
C01693,Male,53.0,110.42,Monthly,30,E-Wallet,1,2.0,No
C01694,Male,51.0,68.38,Monthly,23,Bank Transfer,3,7.0,No
C01695,Male,39.0,38.53,Monthly,17,Credit Card,3,6.0,No
C01696,Male,32.0,34.91,Monthly,4,Credit Card,4,,Yes
C01697,Male,26.0,62.69,Two-Year,16,Bank Transfer,3,7.0,No
C01698,Male,37.0,55.7,Monthly,7,Credit Card,4,8.0,No
C01699,Female,44.0,79.4,Monthly,13,Bank Transfer,3,4.0,No
C01700,Female,34.0,69.84,Monthly,5,Credit Card,2,5.0,No
C01701,Female,18.0,48.47,Monthly,22,Bank Transfer,3,1.0,Yes
C01702,Male,53.0,42.75,Yearly,1,Credit Card,2,8.0,No
C01703,Male,40.0,50.81,Yearly,15,Cash,2,9.0,No
C01704,Male,33.0,42.61,Monthly,22,Credit Card,1,7.0,Yes
C01705,Male,48.0,51.49,Monthly,13,Bank Transfer,3,3.0,Yes
C01706,Male,56.0,55.0,Monthly,3,Credit Card ,1,9.0,No
C01707,Female,18.0,36.45,Monthly,5,Credit Card,2,7.0,No
C01708,Male,43.0,72.52,Monthly,9,E-Wallet,5,5.0,Yes
C01709,Female,20.0,46.22,Yearly,5,Credit Card,1,8.0,Yes
C01710,Female,43.0,37.38,Monthly,1,Bank Transfer,1,7.0,No
C01711,Male,39.0,46.61,Monthly,1,Credit Card,2,5.0,No
C01712,Male,45.0,60.89,Monthly,18,Bank Transfer,3,4.0,Yes
C01713,Female,32.0,56.68,Monthly,2,E-Wallet,4,5.0,No
C01714,Male,18.0,66.02,Monthly,32,Cash,1,7.0,No
C01715,Male,32.0,81.8,Monthly,8,Bank Transfer,3,8.0,No
C01716,Female,42.0,98.22,Yearly,18,E-Wallet,2,5.0,No
C01717,Male,50.0,62.08,Monthly,2,E-Wallet,0,5.0,No
C01718,Female,23.0,33.74,Monthly,32, E-Wallet,2,5.0,No
C01719,Female,50.0,48.37,Yearly,1,E-Wallet,2,8.0,No
C01720,Male,30.0,34.75,Yearly,1,Bank Transfer,1,8.0,No
C01721,Male,42.0,117.17,Monthly,1,Credit Card,2,6.0,No
C01722,Male,31.0,133.53,Monthly,2,Cash,3,4.0,No
C01723,Male,40.0,73.16,Yearly,9,Credit Card,1,7.0,No
C01724,Male,48.0,80.34,Monthly,19,Bank Transfer,3,3.0,No
C01725,Female,23.0,61.13,Monthly,5,Bank Transfer,1,4.0,Yes
C01726,Male,29.0,64.37,Monthly,17,Bank Transfer,1,8.0,Yes
C01727,Male,40.0,26.61,Two-Year,18,E-Wallet,1,10.0,No
C01728,Female,66.0,52.81,Monthly,29,Credit Card,3,2.0,No
C01729,Female,27.0,36.73,Monthly,2,Credit Card,3,7.0,No
C01730,Female,62.0,61.97,Monthly,2,Credit Card,3,1.0,No
C01731,Male,62.0,53.15,Yearly,2,Credit Card,4,6.0,Yes
C01732,Female,36.0,131.11,Monthly,6,E-Wallet,2,5.0,No
C01733,Female,34.0,82.47,Yearly,9,E-Wallet,1,7.0,No
C01734,Male,29.0,62.06,Monthly,8,Bank Transfer,2,7.0,No
C01735,Male,37.0,48.42,Monthly,4,Credit Card,1,8.0,Yes
C01736,Female,21.0,116.07,Yearly,12,Bank Transfer,5,4.0,No
C01737,Male,37.0,53.87,Monthly,5,Credit Card,3,,No
C01738,Male,55.0,63.39,Two-Year,6,Credit Card ,8,,No
C01739,Male,30.0,55.65,Yearly,2,Credit Card,6,6.0,No
C01740,Male,35.0,45.52,Two-Year,11,Bank Transfer,1,8.0,No
C01741,Female,18.0,55.5,Yearly,13,Bank Transfer,3,9.0,No
C01742,Female,42.0,22.58,Yearly,18,Cash,4,7.0,No
C01743,FEMALE,41.0,27.21,Monthly,29,Credit Card,3,,No
C01744,Male,38.0,63.9,Monthly,18,,2,9.0,No
C01745,F,35.0,110.57,Monthly,4,Cash,1,6.0,No
C01746,Male,34.0,63.86,Monthly,4,Bank Transfer,3,8.0,No
C01747,Male,44.0,39.48,Yearly,30,E-Wallet,1,6.0,No
C01748,Male,150.0,28.52,Monthly,19,E-Wallet,5,3.0,No
C01749,Female,41.0,77.71,Monthly,19,Credit Card,6,5.0,No
C01750,Male,40.0,42.3,Yearly,16,Credit Card,4,8.0,No
C01751,Female,51.0,72.93,Two-Year,4,Credit Card,3,4.0,No
C01752,Male,46.0,65.07,Yearly,23,E-Wallet,4,6.0,No
C01753,Male,40.0,67.71,Yearly,2,E-Wallet,1,9.0,Yes
C01754,Male,56.0,55.43,Monthly,6,E-Wallet,5,8.0,No
C01755,Female,,64.89,Yearly,6,Bank Transfer,1,10.0,No
C01756,Female,53.0,51.74,Monthly,10,Credit Card,0,6.0,No
C01757,Female,45.0,41.02,Two-Year,8,Bank Transfer,2,8.0,No
C01758,Male,18.0,35.39,Monthly,8,Cash,2,7.0,No
C01759,Male,53.0,18.67,Yearly,10,E-Wallet,3,3.0,No
C01760,Female,39.0,50.32,Monthly,7,Credit Card,1,9.0,No
C01761,Male,37.0,108.17,Monthly,4,Credit Card,1,6.0,No
C01762,Female,41.0,75.83,Yearly,14,E-Wallet,0,7.0,No
C01763,Male,33.0,60.49,Yearly,19,Bank Transfer,2,8.0,No
C01764,Male,40.0,39.24,Yearly,8,Bank Transfer,2,6.0,No
C01765,Male,30.0,,Monthly,13,Bank Transfer,3,3.0,No
C01766,Male,53.0,,Monthly,10,Credit Card,2,3.0,Yes
C01767,Female,36.0,110.91,Monthly,1,Credit Card,5,6.0,No
C01768,Male,33.0,35.11,Monthly,7,Credit Card,3,5.0,No
C01769,Male,,38.96,Monthly,1,Credit Card,0,6.0,Yes
C01770,Male,41.0,37.29,Yearly,14,Credit Card,4,4.0,Yes
C01771,Male,40.0,28.02,Monthly,9,Credit Card,4,5.0,No
C01772,Female,42.0,35.81,Yearly,2,,1,5.0,No
C01773,Female,,57.19,Monthly,10,Credit Card,0,5.0,No
C01774,Female,18.0,39.63,Monthly,28,Credit Card,2,6.0,No
C01775,Female,45.0,9.63,Monthly,5,Bank Transfer,3,8.0,No
C01776,Male,55.0,88.54,Yearly,49,Cash,1,9.0,No
C01777,Female,25.0,25.59,Yearly,39,,6,9.0,No
C01778,Male,57.0,71.18,Monthly,19,Credit Card,1,6.0,No
C01779,Male,,55.37,Monthly,21,Credit Card,5,5.0,No
C01780,Female,37.0,,Monthly,7,E-Wallet,1,4.0,No
C01781,Male,33.0,85.51,Yearly,7,Credit Card,5,7.0,No
C01782,Female,21.0,43.51,Yearly,38,Credit Card,3,6.0,No
C01783,Male,49.0,39.81,Monthly,6,Cash,0,7.0,No
C01784,Female,28.0,107.36,Monthly,2,Credit Card,3,7.0,No
C01785,Female,28.0,28.1,Monthly,2,Cash,2,9.0,No
C01786,Female,49.0,59.5,Monthly,15,E-Wallet,3,7.0,No
C01787,Female,18.0,51.47,Monthly,6,E-Wallet,5,7.0,Yes
C01788,Female,19.0,46.78,Monthly,3,Bank Transfer,1,5.0,No
C01789,Male,37.0,,Monthly,21,Credit Card,2,10.0,No
C01790,Male,41.0,,Monthly,9,E-Wallet,1,6.0,No
C01791,Male,43.0,67.08,Monthly,11,Credit Card,1,6.0,No
C01792,Female,34.0,58.12,Monthly,3,,3,7.0,No
C01793,FEMALE,68.0,65.89,Monthly,3,Credit Card,1,5.0,No
C01794,Female,35.0,56.94,Monthly,2,Credit Card,0,8.0,No
C01795,Male,35.0,40.58,Monthly,9,Bank Transfer,2,10.0,No
C01796,Male,,54.7,Monthly,18,Bank Transfer,5,5.0,No
C01797,Female,39.0,39.59,Yearly,16,Credit Card,2,7.0,No
C01798,FEMALE,45.0,38.43,Two-Year,4,Bank Transfer,3,6.0,No
C01799,Male,52.0,46.93,Monthly,23,E-Wallet,4,7.0,No
C01800,Male,20.0,51.74,Monthly,2,Bank Transfer,2,8.0,No
C01801,Female,35.0,55.47,Yearly,2,,4,7.0,No
C01802,Female,43.0,750.0,Two-Year,23,E-Wallet,4,8.0,No
C01803,Male,45.0,43.63,Monthly,4,E-Wallet,2,4.0,Yes
C01804,Male,38.0,59.66,Monthly,15,Bank Transfer,2,8.0,Yes
C01805,Male,,57.58,Yearly,1,Cash,2,7.0,Yes
C01806,Female,28.0,41.52,Monthly,2,Credit Card,3,10.0,Yes
C01807,Female,56.0,56.44, Monthly ,12,Credit Card,4,6.0,No
C01808,Male,49.0,85.73,Monthly,3,E-Wallet,4,10.0,Yes
C01809,Male,21.0,59.38,Yearly,1,Credit Card,3,9.0,No
C01810,Male,25.0,60.46,Monthly,8,E-Wallet,4,8.0,Yes
C01811,Female,25.0,39.75,Monthly,5,,2,7.0,No
C01812,Female,46.0,132.42,Two-Year,20,E-Wallet,2,10.0,No
C01813,Male,22.0,40.78,Monthly,21,Bank Transfer,4,5.0,Yes
C01814,Male,34.0,25.78,Monthly,12,Credit Card,4,8.0,No
C01815,Male,43.0,80.41,Yearly,5,E-Wallet,2,10.0,No
C01816,Female,37.0,51.85,Monthly,8,E-Wallet,2,,Yes
C01817,Male,41.0,47.64,Monthly,15,Cash,4,8.0,No
C01818,Female,25.0,42.71,Monthly,1,Bank Transfer,1,5.0,No
C01819,Female,45.0,126.76,Monthly,5,Bank Transfer,1,10.0,No
C01820,Male,30.0,64.04,Yearly,21,E-Wallet,2,6.0,No
C01821,Male,34.0,69.92, Monthly ,7,Credit Card,2,6.0,No
C01822,Male,40.0,58.74,Monthly,12,Credit Card,1,5.0,No
C01823,Female,39.0,61.65,Monthly,2,Credit Card,4,6.0,No
C01824,Female,38.0,102.45,Monthly,19,Cash,4,6.0,No
C01825,Female,28.0,48.77,Yearly,2,Credit Card,1,7.0,No
C01826,Female,34.0,28.34,Yearly,24,E-Wallet,5,6.0,No
C01827,Male,38.0,80.69,Two-Year,2,Bank Transfer,2,2.0,No
C01828,Female,21.0,68.27,Two-Year,27,Credit Card,0,8.0,No
C01829,F,32.0,57.32,Monthly,6,Cash,3,10.0,No
C01830,Male,42.0,67.48,Monthly,12,Bank Transfer,4,4.0,No
C01831,Female,22.0,46.21,Monthly,23,Bank Transfer,1,7.0,No
C01832,Female,51.0,55.11,Monthly,1,Credit Card,5,10.0,No
C01833,F,53.0,51.46,Monthly,4,Credit Card,4,6.0,No
C01834,Female,23.0,41.84,Yearly,29,E-Wallet,1,6.0,No
C01835,Female,54.0,93.24,Monthly,6, E-Wallet,2,5.0,No
C01836,male,36.0,28.92,Monthly,15,Bank Transfer,5,9.0,Yes
C01837,Male,43.0,157.97,Monthly,2,Credit Card,2,8.0,No
C01838,Male,32.0,81.03,Yearly,14,E-Wallet,2,5.0,No
C01839,Female,,24.53,Monthly,1,E-Wallet,4,7.0,No
C01840,Male,42.0,49.36,Monthly,16,E-Wallet,3,5.0,No
C01841,Male,28.0,50.61,Monthly,5,Credit Card,1,5.0,No
C01842,Male,24.0,,Yearly,8,Bank Transfer,2,5.0,No
C01843,Male,20.0,34.98,Monthly,3,Credit Card,2,6.0,No
C01844,Female,,55.39,Two-Year,12,Credit Card,4,5.0,No
C01845,Female,44.0,51.7,Monthly,5,,3,7.0,No
C01846,Male,45.0,39.18,Two-Year,6,Cash,2,10.0,No
C01847,Male,36.0,36.8,Yearly,13,Cash,2,5.0,Yes
C01848,Male,24.0,82.55,Monthly,3,Credit Card ,5,5.0,Yes
C01849,Female,29.0,25.45,Monthly,23,Bank Transfer,5,7.0,No
C01850,Female,,67.7,Monthly,17,Bank Transfer,0,15.0,No
C01851,Male,32.0,78.17,Yearly,11,Credit Card,2,5.0,No
C01852,Female,,49.48,Monthly,2,,1,7.0,No
C01853,Female,25.0,55.9,Monthly,14,E-Wallet,1,6.0,No
C01854,Female,42.0,92.16,Monthly,1,Bank Transfer,1,6.0,No
C01855,Female,32.0,39.76,Yearly,20,,2,8.0,No
C01856,Male,50.0,41.65,Monthly,5,Cash,4,6.0,No
C01857,Female,47.0,43.69,Monthly,2,Credit Card,2,9.0,Yes
C01858,Male,32.0,92.24,Monthly,3,Bank Transfer,1,7.0,No
C01859,Female,36.0,97.66,Monthly,40,Cash,3,4.0,No
C01860,Female,31.0,29.13,Monthly,18,E-Wallet,2,7.0,No
C01861,Female,20.0,85.87,Yearly,4,E-Wallet,4,6.0,No
C01862,Female,27.0,78.93,Monthly,40,Credit Card,1,4.0,No
C01863,Male,,109.85,Monthly,2,Credit Card,2,6.0,Yes
C01864,Female,41.0,64.93,Monthly,16,Credit Card,1,6.0,No
C01865,Female,39.0,53.52,Two-Year,13,Credit Card,1,10.0,No
C01866,Female,34.0,91.41,Monthly,21,E-Wallet,3,6.0,No
C01867,Male,49.0,74.78,Two-Year,6,Bank Transfer,2,7.0,No
C01868,Male,38.0,149.94,Monthly,7,Cash,2,5.0,No
C01869,Male,46.0,84.05,Monthly,12,Credit Card,5,6.0,No
C01870,Female,18.0,58.5,Yearly,7,Credit Card,4,8.0,No
C01871,Female,18.0,32.19, Monthly ,1,Credit Card,0,,No
C01872,Male,41.0,42.04,Yearly,16,Credit Card,3,7.0,No
C01873,Male,20.0,28.61,Yearly,13,Bank Transfer,1,3.0,Yes
C01874,Female,35.0,,Monthly,7,Credit Card,5,10.0,No
C01875,Female,34.0,,Monthly,5,Credit Card,2,,No
C01876,Female,57.0,54.51,Monthly,5, E-Wallet,2,1.0,No
C01877,Female,42.0,86.47,Yearly,17,Credit Card,2,3.0,No
C01878,Male,39.0,63.56,Monthly,16,Credit Card,2,6.0,Yes
C01879,Male,48.0,45.54,Monthly,21,Credit Card ,3,,No
C01880,Female,42.0,56.79,Monthly,18,E-Wallet,1,6.0,Yes
C01881,Female,32.0,67.52,Two-Year,18,Cash,3,5.0,No
C01882,Female,50.0,58.13,Monthly,4,E-Wallet,2,8.0,No
C01883,Female,24.0,58.43,Monthly,2,Cash,4,9.0,Yes
C01884,Female,41.0,38.63,Monthly,18,Credit Card,1,4.0,No
C01885,Male,19.0,44.93,Yearly,2,Credit Card,2,10.0,No
C01886,Male,40.0,150.85,Monthly,49,E-Wallet,4,9.0,No
C01887,Male,40.0,94.9,Monthly,25,E-Wallet,2,1.0,No
C01888,Male,58.0,28.13,Monthly,10,E-Wallet,4,5.0,No
C01889,Female,19.0,18.82,Monthly,6,Bank Transfer,5,4.0,No
C01890,Female,30.0,56.5,Monthly,9,Credit Card,1,5.0,No
C01891,male,47.0,81.62,Monthly,16,Credit Card,2,1.0,No
C01892,Male,42.0,43.21,Monthly,17,Credit Card,2,7.0,No
C01893,Female,40.0,86.47,Monthly,1,Credit Card,5,5.0,No
C01894,Male,26.0,56.08,Monthly,20,E-Wallet,7,8.0,No
C01895,Female,30.0,50.74,Monthly,13,Credit Card,1,10.0,No
C01896,Female,52.0,76.73,Yearly,1,Credit Card,2,10.0,No
C01897,Female,37.0,42.98,Monthly,5,Cash,1,5.0,No
C01898,Male,42.0,47.99,Monthly,9,Bank Transfer,2,6.0,No
C01899,Male,36.0,73.82,Monthly,3,Credit Card,5,8.0,No
C01900,Female,23.0,53.83,Monthly,3,E-Wallet,4,10.0,No
C01901,Female,49.0,128.89,Yearly,1,,4,7.0,No
C01902,Male,44.0,74.61,Monthly,30,Credit Card,2,4.0,Yes
C01903,Female,65.0,72.46,Monthly,1,E-Wallet,0,8.0,No
C01904,Male,25.0,,Yearly,6,Credit Card,4,4.0,No
C01905,Female,47.0,80.93,Yearly,3,E-Wallet,3,4.0,Yes
C01906,Male,22.0,47.22,Yearly,17,Credit Card ,3,9.0,No
C01907,Female,39.0,62.0,Monthly,15,Bank Transfer,2,9.0,No
C01908,Male,49.0,36.15,Monthly,20,Bank Transfer,2,,No
C01909,Male,18.0,87.16,Two-Year,12,E-Wallet,3,10.0,No
C01910,Male,,,Two-Year,11,E-Wallet,2,8.0,No
C01911,Male,,133.24,Monthly,7,Credit Card ,1,6.0,No
C01912,Female,29.0,160.22,Yearly,13,Credit Card,5,4.0,Yes
C01913,Female,42.0,76.98,Monthly,2,E-Wallet,3,6.0,Yes
C01914,Male,51.0,56.31,Monthly,14,Credit Card,3,6.0,No
C01915,Male,36.0,35.67,Monthly,2,Bank Transfer,5,6.0,No
C01916,Female,40.0,82.03,Monthly,24,Bank Transfer,0,,No
C01917,Female,39.0,60.02,Monthly,9,Credit Card,4,6.0,Yes
C01918,Female,38.0,69.55,Monthly,10,Credit Card,3,7.0,Yes
C01919,Male,24.0,,Monthly,11,E-Wallet,3,4.0,Yes
C01920,Male,51.0,37.68,Monthly,18,Credit Card,1,7.0,No
C01921,Female,41.0,36.02,Monthly,8,Credit Card,1,4.0,No
C01922,Male,42.0,49.09,Yearly,7,Bank Transfer,2,7.0,No
C01923,Female,28.0,79.01,Monthly,5,Credit Card,1,6.0,Yes
C01924,Male,32.0,70.08,Yearly,2,Credit Card,6,7.0,No
C01925,Female,35.0,36.49,Monthly,3,Bank Transfer,1,10.0,No
C01926,Male,19.0,76.74,Yearly,1,Credit Card,5,2.0,No
C01927,Female,18.0,31.8,Monthly,25,Cash,4,6.0,No
C01928,Male,30.0,,Yearly,18,Cash,1,7.0,No
C01929,Female,44.0,51.83,Monthly,3,Bank Transfer,2,6.0,No
C01930,Male,30.0,42.56,Monthly,1,Credit Card,2,7.0,No
C01931,Female,25.0,81.49,Monthly,9,Bank Transfer,2,7.0,No
C01932,Female,28.0,62.11,Two-Year,7,Credit Card,2,10.0,No
C01933,Female,32.0,120.84,Yearly,18,Credit Card,3,3.0,Yes
C01934,Female,33.0,48.85,Monthly,7,Credit Card,3,3.0,No
C01935,Female,63.0,51.68,Monthly,24,E-Wallet,3,,Yes
C01936,FEMALE,50.0,,Yearly,2,Credit Card,4,9.0,No
C01937,Male,50.0,52.41,Two-Year,6,Bank Transfer,2,9.0,No
C01938,Female,52.0,106.94,Monthly,33,Credit Card,4,6.0,No
C01939,Male,26.0,69.64,Two-Year,1,Bank Transfer,6,4.0,No
C01940,Male,23.0,18.94,Monthly,6,Credit Card,4,,No
C01941,Male,24.0,92.75,Two-Year,4,Cash,2,8.0,No
C01942,Male,54.0,82.33,Yearly,10,Bank Transfer,3,4.0,No
C01943,Female,31.0,83.77,Monthly,4,Credit Card,1,5.0,No
C01944,Female,22.0,23.11,Monthly,25,Credit Card,3,7.0,Yes
C01945,Female,32.0,40.51,Monthly,34,Credit Card,4,7.0,No
C01946,Male,35.0,41.89,Monthly,23,Bank Transfer,2,,Yes
C01947,Male,41.0,37.39,Two-Year,7,Credit Card,2,,No
C01948,Male,41.0,119.57,Yearly,56,Bank Transfer,4,4.0,Yes
C01949,Male,28.0,54.31,Monthly,16,Credit Card,0,7.0,No
C01950,Male,46.0,53.71,Two-Year,6,E-Wallet,2,4.0,No
C01951,Male,30.0,69.99,Monthly,2,Bank Transfer,4,7.0,No
C01952,Male,36.0,70.54,Yearly,14,E-Wallet,3,6.0,No
C01953,Female,46.0,12.17,Yearly,16,Cash,1,10.0,No
C01954,Female,30.0,40.82,Two-Year,2,,3,7.0,Yes
C01955,Female,31.0,28.91,Monthly,10,Credit Card,3,9.0,No
C01956,Female,45.0,65.37,Monthly,53,E-Wallet,1,6.0,No
C01957,Female,27.0,,Monthly,5,Bank Transfer,4,6.0,No
C01958,Male,33.0,54.98,Monthly,5,Bank Transfer,2,8.0,No
C01959,Female,44.0,21.43,Monthly,29,E-Wallet,1,5.0,No
C01960,Female,62.0,47.49,Yearly,2,Credit Card,3,7.0,No
C01961,Male,45.0,90.18,Monthly,33,Bank Transfer,2,5.0,Yes
C01962,M,43.0,102.95,Monthly,19,Bank Transfer,2,10.0,No
C01963,Female,44.0,75.45,Monthly,6,Credit Card,2,7.0,Yes
C01964,Male,25.0,29.94,Monthly,2,E-Wallet,4,5.0,No
C01965,Female,39.0,96.23,Monthly,1,Credit Card,2,6.0,No
C01966,Female,37.0,75.63, Monthly ,6,E-Wallet,4,8.0,No
C01967,Male,41.0,51.79,Monthly,15,Cash,4,7.0,No
C01968,Male,,21.95,Monthly,9,E-Wallet,3,5.0,No
C01969,Male,42.0,83.86,Monthly,17,E-Wallet,4,9.0,No
C01970,Male,34.0,41.83,Monthly,14,Credit Card,1,7.0,No
C01971,Male,38.0,63.8,Yearly,11,Bank Transfer,0,7.0,No
C01972,Female,23.0,56.3,Yearly,42,Bank Transfer,0,5.0,No
C01973,Male,34.0,109.1,Monthly,16,E-Wallet,3,6.0,No
C01974,Male,,51.6,Monthly,30,Credit Card,6,6.0,No
C01975,Male,41.0,54.23,Two-Year,4,E-Wallet,3,5.0,No
C01976,Female,37.0,111.09,Monthly,16,Credit Card,1,2.0,No
C01977,Male,60.0,40.6,Monthly,11,Credit Card,3,9.0,Yes
C01978,Male,21.0,78.76,Monthly,31,Bank Transfer,3,4.0,No
C01979,Female,24.0,49.93,Yearly,9,Bank Transfer,4,5.0,Yes
C01980,Female,58.0,34.77,Two-Year,4,Cash,0,5.0,Yes
C01981,Male,38.0,54.63,Monthly,6,E-Wallet,4,10.0,No
C01982,Female,35.0,74.53,Monthly,3,Bank Transfer,2,6.0,No
C01983,Male,23.0,100.4,Monthly,3,Credit Card,2,7.0,No
C01984,Male,43.0,106.02,Two-Year,8,Credit Card,2,8.0,No
C01985,Male,44.0,47.82,Yearly,27,Bank Transfer,2,9.0,No
C01986,Male,24.0,35.01,Monthly,3,Credit Card,1,5.0,Yes
C01987,Female,36.0,47.3,Yearly,5,E-Wallet,0,8.0,No
C01988,Male,33.0,32.08,Monthly,24,Credit Card,1,5.0,No
C01989,Male,41.0,49.51,Monthly,5,Credit Card,3,3.0,No
C01990,Female,24.0,46.82,Monthly,40,E-Wallet,1,6.0,No
C01991,Female,53.0,75.74,Monthly,4,E-Wallet,1,5.0,No
C01992,Male,48.0,,Monthly,8,Credit Card,3,10.0,No
C01993,M,33.0,39.25,Yearly,2,Credit Card,4,10.0,No
C01994,Male,35.0,39.39, Monthly ,59,Cash,0,9.0,No
C01995,Female,36.0,93.15,Monthly,27,E-Wallet,1,7.0,No
C01996,Female,28.0,33.07,Monthly,21,E-Wallet,5,6.0,No
C01997,Female,32.0,60.46,Monthly,3,Credit Card,3,7.0,No
C01998,Male,34.0,51.54,Monthly,42,Bank Transfer,1,6.0,No
C01999,Male,57.0,87.3,Monthly,32,Credit Card,3,5.0,Yes
C02000,Male,49.0,71.39,Monthly,7,Credit Card,2,,No
C02001,Male,49.0,57.66,Monthly,14,Credit Card,2,8.0,No
C02002,Male,42.0,42.54,Monthly,59,Credit Card,6,10.0,No
C02003,Female,24.0,23.72,Monthly,7,Cash,4,7.0,No
C02004,Male,37.0,61.02,Monthly,2,Bank Transfer,2,7.0,Yes
